year,num,name,page_url,plain_url,pdf_url,legislation_type,act_type,page_url_available,plain_url_available,pdf_url_available
2012,23,Small Charitable Donations Act 2012,https://www.legislation.gov.uk/ukpga/2012/23/contents,https://www.legislation.gov.uk/ukpga/2012/23/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/23/pdfs/ukpga_20120023_en.pdf,UK Public General Acts,General,True,True,True
2012,22,Police (Complaints and Conduct) Act 2012,https://www.legislation.gov.uk/ukpga/2012/22/contents,https://www.legislation.gov.uk/ukpga/2012/22/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/22/pdfs/ukpga_20120022_en.pdf,UK Public General Acts,General,True,True,True
2012,21,Financial Services Act 2012,https://www.legislation.gov.uk/ukpga/2012/21/contents,https://www.legislation.gov.uk/ukpga/2012/21/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/21/pdfs/ukpga_20120021_en.pdf,UK Public General Acts,General,True,True,True
2012,20,Prisons (Interference with Wireless Telegraphy) Act 2012,https://www.legislation.gov.uk/ukpga/2012/20/contents,https://www.legislation.gov.uk/ukpga/2012/20/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/20/pdfs/ukpga_20120020_en.pdf,UK Public General Acts,General,True,True,True
2012,19,Civil Aviation Act 2012,https://www.legislation.gov.uk/ukpga/2012/19/contents,https://www.legislation.gov.uk/ukpga/2012/19/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/19/pdfs/ukpga_20120019_en.pdf,UK Public General Acts,General,True,True,True
2012,18,Mental Health (Approval Functions) Act 2012,https://www.legislation.gov.uk/ukpga/2012/18/contents,https://www.legislation.gov.uk/ukpga/2012/18/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/18/pdfs/ukpga_20120018_en.pdf,UK Public General Acts,General,True,True,True
2012,17,Local Government Finance Act 2012,https://www.legislation.gov.uk/ukpga/2012/17/contents,https://www.legislation.gov.uk/ukpga/2012/17/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/17/pdfs/ukpga_20120017_en.pdf,UK Public General Acts,General,True,True,True
2012,16,Infrastructure (Financial Assistance) Act 2012,https://www.legislation.gov.uk/ukpga/2012/16/contents,https://www.legislation.gov.uk/ukpga/2012/16/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/16/pdfs/ukpga_20120016_en.pdf,UK Public General Acts,General,True,True,True
2012,15,European Union (Approval of Treaty Amendment Decision) Act 2012 (repealed),https://www.legislation.gov.uk/ukpga/2012/15/contents,https://www.legislation.gov.uk/ukpga/2012/15/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/15/pdfs/ukpga_20120015_en.pdf,UK Public General Acts,General,True,True,True
2012,14,Finance Act 2012,https://www.legislation.gov.uk/ukpga/2012/14/contents,https://www.legislation.gov.uk/ukpga/2012/14/contents?view=plain,https://www.legislation.gov.uk/ukpga/2012/14/pdfs/ukpga_20120014_en.pdf,UK Public General Acts,General,True,True,True
