year,num,name,page_url,plain_url,pdf_url,legislation_type,act_type,page_url_available,plain_url_available,pdf_url_available
1944,47,Town and Country Planning Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/47/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/47/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/47/pdfs/ukpga_19440047_en.pdf,UK Public General Acts,General,True,True,True
1944,46,Ministry of National Insurance Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/46/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/46/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/46/pdfs/ukpga_19440046_en.pdf,UK Public General Acts,General,True,True,True
1944,45,Prolongation of Parliament Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/45/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/45/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/45/pdfs/ukpga_19440045_en.pdf,UK Public General Acts,General,True,True,True
1944,44,Diplomatic Privileges (Extension) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/44/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/44/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/44/pdfs/ukpga_19440044_en.pdf,UK Public General Acts,General,True,True,True
1944,43,Matrimonial Causes (War Marriages) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/43/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/43/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/43/pdfs/ukpga_19440043_en.pdf,UK Public General Acts,General,True,True,True
1944,42,Unemployment Insurance (Increase of Benefit) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/42/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/42/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/42/pdfs/ukpga_19440042_en.pdf,UK Public General Acts,General,True,True,True
1944,41,House of Commons (Redistribution of Seats) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/41/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/41/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/41/pdfs/ukpga_19440041_en.pdf,UK Public General Acts,General,True,True,True
1944,40,Liabilities (War-Time Adjustment) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/40/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/40/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/40/pdfs/ukpga_19440040_en.pdf,UK Public General Acts,General,True,True,True
1944,39,Housing (Scotland) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/39/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/39/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/39/pdfs/ukpga_19440039_en.pdf,UK Public General Acts,General,True,True,True
1944,38,India (Miscellaneous Provisions) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/38/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/38/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/38/pdfs/ukpga_19440038_en.pdf,UK Public General Acts,General,True,True,True
1944,37,Appropriation (No. 2) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/37/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/37/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/37/pdfs/ukpga_19440037_en.pdf,UK Public General Acts,General,True,True,True
1944,36,Housing (Temporary Accommodation) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/36/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/36/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/36/pdfs/ukpga_19440036_en.pdf,UK Public General Acts,General,True,True,True
1944,35,National Fire Service Regulations (Indemnity) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/35/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/35/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/35/pdfs/ukpga_19440035_en.pdf,UK Public General Acts,General,True,True,True
1944,34,Validation of War-time Leases Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/34/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/34/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/34/pdfs/ukpga_19440034_en.pdf,UK Public General Acts,General,True,True,True
1944,33,Housing (Temporary Provisions) Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/33/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/33/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/33/pdfs/ukpga_19440033_en.pdf,UK Public General Acts,General,True,True,True
1944,32,Herring Industry Act 1944,https://www.legislation.gov.uk/ukpga/Geo6/7-8/32/contents/enacted,https://www.legislation.gov.uk/ukpga/Geo6/7-8/32/contents?view=plain,https://www.legislation.gov.uk/ukpga/Geo6/7-8/32/pdfs/ukpga_19440032_en.pdf,UK Public General Acts,General,True,True,True
