year,num,name,page_url,plain_url,pdf_url,legislation_type,act_type,page_url_available,plain_url_available,pdf_url_available
2009,27,Consolidated Fund Act 2009,https://www.legislation.gov.uk/ukpga/2009/27/contents,https://www.legislation.gov.uk/ukpga/2009/27/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/27/pdfs/ukpga_20090027_en.pdf,UK Public General Acts,General,True,True,True
2009,26,Policing and Crime Act 2009,https://www.legislation.gov.uk/ukpga/2009/26/contents,https://www.legislation.gov.uk/ukpga/2009/26/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/26/pdfs/ukpga_20090026_en.pdf,UK Public General Acts,General,True,True,True
2009,25,Coroners and Justice Act 2009,https://www.legislation.gov.uk/ukpga/2009/25/contents,https://www.legislation.gov.uk/ukpga/2009/25/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/25/pdfs/ukpga_20090025_en.pdf,UK Public General Acts,General,True,True,True
2009,24,Welfare Reform Act 2009,https://www.legislation.gov.uk/ukpga/2009/24/contents,https://www.legislation.gov.uk/ukpga/2009/24/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/24/pdfs/ukpga_20090024_en.pdf,UK Public General Acts,General,True,True,True
2009,23,Marine and Coastal Access Act 2009,https://www.legislation.gov.uk/ukpga/2009/23/contents,https://www.legislation.gov.uk/ukpga/2009/23/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/23/pdfs/ukpga_20090023_en.pdf,UK Public General Acts,General,True,True,True
2009,22,"Apprenticeships, Skills, Children and Learning Act 2009",https://www.legislation.gov.uk/ukpga/2009/22/contents,https://www.legislation.gov.uk/ukpga/2009/22/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/22/pdfs/ukpga_20090022_en.pdf,UK Public General Acts,General,True,True,True
2009,21,Health Act 2009,https://www.legislation.gov.uk/ukpga/2009/21/contents,https://www.legislation.gov.uk/ukpga/2009/21/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/21/pdfs/ukpga_20090021_en.pdf,UK Public General Acts,General,True,True,True
2009,20,"Local Democracy, Economic Development and Construction Act 2009",https://www.legislation.gov.uk/ukpga/2009/20/contents,https://www.legislation.gov.uk/ukpga/2009/20/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/20/pdfs/ukpga_20090020_en.pdf,UK Public General Acts,General,True,True,True
2009,19,Green Energy (Definition and Promotion) Act 2009,https://www.legislation.gov.uk/ukpga/2009/19/contents,https://www.legislation.gov.uk/ukpga/2009/19/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/19/pdfs/ukpga_20090019_en.pdf,UK Public General Acts,General,True,True,True
2009,18,Perpetuities and Accumulations Act 2009,https://www.legislation.gov.uk/ukpga/2009/18/contents,https://www.legislation.gov.uk/ukpga/2009/18/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/18/pdfs/ukpga_20090018_en.pdf,UK Public General Acts,General,True,True,True
2009,17,Driving Instruction (Suspension and Exemption Powers) Act 2009,https://www.legislation.gov.uk/ukpga/2009/17/contents,https://www.legislation.gov.uk/ukpga/2009/17/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/17/pdfs/ukpga_20090017_en.pdf,UK Public General Acts,General,True,True,True
2009,16,Holocaust (Return of Cultural Objects) Act 2009,https://www.legislation.gov.uk/ukpga/2009/16/contents,https://www.legislation.gov.uk/ukpga/2009/16/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/16/pdfs/ukpga_20090016_en.pdf,UK Public General Acts,General,True,True,True
2009,15,Autism Act 2009,https://www.legislation.gov.uk/ukpga/2009/15/contents,https://www.legislation.gov.uk/ukpga/2009/15/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/15/pdfs/ukpga_20090015_en.pdf,UK Public General Acts,General,True,True,True
2009,14,Law Commission Act 2009,https://www.legislation.gov.uk/ukpga/2009/14/contents,https://www.legislation.gov.uk/ukpga/2009/14/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/14/pdfs/ukpga_20090014_en.pdf,UK Public General Acts,General,True,True,True
2009,13,Parliamentary Standards Act 2009,https://www.legislation.gov.uk/ukpga/2009/13/contents,https://www.legislation.gov.uk/ukpga/2009/13/contents?view=plain,https://www.legislation.gov.uk/ukpga/2009/13/pdfs/ukpga_20090013_en.pdf,UK Public General Acts,General,True,True,True
2009,12,Climate Change (Scotland) Act 2009,https://www.legislation.gov.uk/asp/2009/12/contents,https://www.legislation.gov.uk/asp/2009/12/contents?view=plain,https://www.legislation.gov.uk/asp/2009/12/pdfs/asp_20090012_en.pdf,Acts of the Scottish Parliament,General,True,True,True
