year,num,name,page_url,plain_url,pdf_url,legislation_type,act_type,page_url_available,plain_url_available,pdf_url_available
2004,38,Consolidated Fund (No. 2) Act 2004 (repealed),https://www.legislation.gov.uk/ukpga/2004/38/contents,https://www.legislation.gov.uk/ukpga/2004/38/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/38/pdfs/ukpga_20040038_en.pdf,UK Public General Acts,General,True,True,True
2004,37,Hunting Act 2004,https://www.legislation.gov.uk/ukpga/2004/37/contents,https://www.legislation.gov.uk/ukpga/2004/37/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/37/pdfs/ukpga_20040037_en.pdf,UK Public General Acts,General,True,True,True
2004,36,Civil Contingencies Act 2004,https://www.legislation.gov.uk/ukpga/2004/36/contents,https://www.legislation.gov.uk/ukpga/2004/36/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/36/pdfs/ukpga_20040036_en.pdf,UK Public General Acts,General,True,True,True
2004,35,Pensions Act 2004,https://www.legislation.gov.uk/ukpga/2004/35/contents,https://www.legislation.gov.uk/ukpga/2004/35/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/35/pdfs/ukpga_20040035_en.pdf,UK Public General Acts,General,True,True,True
2004,34,Housing Act 2004,https://www.legislation.gov.uk/ukpga/2004/34/contents,https://www.legislation.gov.uk/ukpga/2004/34/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/34/pdfs/ukpga_20040034_en.pdf,UK Public General Acts,General,True,True,True
2004,33,Civil Partnership Act 2004,https://www.legislation.gov.uk/ukpga/2004/33/contents,https://www.legislation.gov.uk/ukpga/2004/33/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/33/pdfs/ukpga_20040033_en.pdf,UK Public General Acts,General,True,True,True
2004,32,Armed Forces (Pensions and Compensation) Act 2004,https://www.legislation.gov.uk/ukpga/2004/32/contents,https://www.legislation.gov.uk/ukpga/2004/32/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/32/pdfs/ukpga_20040032_en.pdf,UK Public General Acts,General,True,True,True
2004,31,Children Act 2004,https://www.legislation.gov.uk/ukpga/2004/31/contents,https://www.legislation.gov.uk/ukpga/2004/31/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/31/pdfs/ukpga_20040031_en.pdf,UK Public General Acts,General,True,True,True
2004,30,Human Tissue Act 2004,https://www.legislation.gov.uk/ukpga/2004/30/contents,https://www.legislation.gov.uk/ukpga/2004/30/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/30/pdfs/ukpga_20040030_en.pdf,UK Public General Acts,General,True,True,True
2004,29,Highways (Obstruction by Body Corporate) Act 2004,https://www.legislation.gov.uk/ukpga/2004/29/contents,https://www.legislation.gov.uk/ukpga/2004/29/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/29/pdfs/ukpga_20040029_en.pdf,UK Public General Acts,General,True,True,True
2004,28,"Domestic Violence, Crime and Victims Act 2004",https://www.legislation.gov.uk/ukpga/2004/28/contents,https://www.legislation.gov.uk/ukpga/2004/28/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/28/pdfs/ukpga_20040028_en.pdf,UK Public General Acts,General,True,True,True
2004,27,"Companies (Audit, Investigations and Community Enterprise) Act 2004",https://www.legislation.gov.uk/ukpga/2004/27/contents,https://www.legislation.gov.uk/ukpga/2004/27/contents?view=plain,https://www.legislation.gov.uk/ukpga/2004/27/pdfs/ukpga_20040027_en.pdf,UK Public General Acts,General,True,True,True
