year,num,name,page_url,plain_url,pdf_url,legislation_type,act_type,page_url_available,plain_url_available,pdf_url_available
2025,21,Football Governance Act 2025,https://www.legislation.gov.uk/ukpga/2025/21/contents/enacted,https://www.legislation.gov.uk/ukpga/2025/21/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/21/pdfs/ukpga_20250021_en.pdf,UK Public General Acts,General,True,True,True
2025,20,Product Regulation and Metrology Act 2025,https://www.legislation.gov.uk/ukpga/2025/20/contents,https://www.legislation.gov.uk/ukpga/2025/20/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/20/pdfs/ukpga_20250020_en.pdf,UK Public General Acts,General,True,True,True
2025,19,Supply and Appropriation (Main Estimates) Act 2025,https://www.legislation.gov.uk/ukpga/2025/19/contents/enacted,https://www.legislation.gov.uk/ukpga/2025/19/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/19/pdfs/ukpga_20250019_en.pdf,UK Public General Acts,General,True,True,True
2025,18,Data (Use and Access) Act 2025,https://www.legislation.gov.uk/ukpga/2025/18/contents,https://www.legislation.gov.uk/ukpga/2025/18/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/18/pdfs/ukpga_20250018_en.pdf,UK Public General Acts,General,True,True,True
2025,17,Sentencing Guidelines (Pre-sentence Reports) Act 2025,https://www.legislation.gov.uk/ukpga/2025/17/contents,https://www.legislation.gov.uk/ukpga/2025/17/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/17/pdfs/ukpga_20250017_en.pdf,UK Public General Acts,General,True,True,True
2025,16,Great British Energy Act 2025,https://www.legislation.gov.uk/ukpga/2025/16/contents,https://www.legislation.gov.uk/ukpga/2025/16/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/16/pdfs/ukpga_20250016_en.pdf,UK Public General Acts,General,True,True,True
2025,15,Bank Resolution (Recapitalisation) Act 2025,https://www.legislation.gov.uk/ukpga/2025/15/contents,https://www.legislation.gov.uk/ukpga/2025/15/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/15/pdfs/ukpga_20250015_en.pdf,UK Public General Acts,General,True,True,True
2025,14,Institute for Apprenticeships and Technical Education (Transfer of Functions etc) Act 2025,https://www.legislation.gov.uk/ukpga/2025/14/contents,https://www.legislation.gov.uk/ukpga/2025/14/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/14/pdfs/ukpga_20250014_en.pdf,UK Public General Acts,General,True,True,True
2025,13,Steel Industry (Special Measures) Act 2025,https://www.legislation.gov.uk/ukpga/2025/13/contents,https://www.legislation.gov.uk/ukpga/2025/13/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/13/pdfs/ukpga_20250013_en.pdf,UK Public General Acts,General,True,True,True
2025,12,Non-Domestic Rating (Multipliers and Private Schools) Act 2025,https://www.legislation.gov.uk/ukpga/2025/12/contents,https://www.legislation.gov.uk/ukpga/2025/12/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/12/pdfs/ukpga_20250012_en.pdf,UK Public General Acts,General,True,True,True
2025,11,National Insurance Contributions (Secondary Class 1 Contributions) Act 2025,https://www.legislation.gov.uk/ukpga/2025/11/contents,https://www.legislation.gov.uk/ukpga/2025/11/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/11/pdfs/ukpga_20250011_en.pdf,UK Public General Acts,General,True,True,True
2025,10,Terrorism (Protection of Premises) Act 2025,https://www.legislation.gov.uk/ukpga/2025/10/contents,https://www.legislation.gov.uk/ukpga/2025/10/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/10/pdfs/ukpga_20250010_en.pdf,UK Public General Acts,General,True,True,True
2025,9,Care Reform (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/9/contents/enacted,https://www.legislation.gov.uk/asp/2025/9/contents?view=plain,https://www.legislation.gov.uk/asp/2025/9/pdfs/asp_20250009_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,9,Church of Scotland (Lord High Commissioner) Act 2025,https://www.legislation.gov.uk/ukpga/2025/9/contents,https://www.legislation.gov.uk/ukpga/2025/9/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/9/pdfs/ukpga_20250009_en.pdf,UK Public General Acts,General,True,True,True
2025,8,Regulation of Legal Services (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/8/contents/enacted,https://www.legislation.gov.uk/asp/2025/8/contents?view=plain,https://www.legislation.gov.uk/asp/2025/8/pdfs/asp_20250008_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,8,Finance Act 2025,https://www.legislation.gov.uk/ukpga/2025/8/contents,https://www.legislation.gov.uk/ukpga/2025/8/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/8/pdfs/ukpga_20250008_en.pdf,UK Public General Acts,General,True,True,True
2025,7,Budget (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/7/contents,https://www.legislation.gov.uk/asp/2025/7/contents?view=plain,https://www.legislation.gov.uk/asp/2025/7/pdfs/asp_20250007_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,7,Crown Estate Act 2025,https://www.legislation.gov.uk/ukpga/2025/7/contents,https://www.legislation.gov.uk/ukpga/2025/7/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/7/pdfs/ukpga_20250007_en.pdf,UK Public General Acts,General,True,True,True
2025,6,Welfare of Dogs (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/6/contents,https://www.legislation.gov.uk/asp/2025/6/contents?view=plain,https://www.legislation.gov.uk/asp/2025/6/pdfs/asp_20250006_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,6,Supply and Appropriation (Anticipation and Adjustments) Act 2025,https://www.legislation.gov.uk/ukpga/2025/6/contents,https://www.legislation.gov.uk/ukpga/2025/6/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/6/pdfs/ukpga_20250006_en.pdf,UK Public General Acts,General,True,True,True
2025,5,"Police (Ethics, Conduct and Scrutiny) (Scotland) Act 2025",https://www.legislation.gov.uk/asp/2025/5/contents,https://www.legislation.gov.uk/asp/2025/5/contents?view=plain,https://www.legislation.gov.uk/asp/2025/5/pdfs/asp_20250005_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,5,Water (Special Measures) Act 2025,https://www.legislation.gov.uk/ukpga/2025/5/contents,https://www.legislation.gov.uk/ukpga/2025/5/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/5/pdfs/ukpga_20250005_en.pdf,UK Public General Acts,General,True,True,True
2025,4,Budget (No. 2) Act (Northern Ireland) 2025,https://www.legislation.gov.uk/nia/2025/4/contents/enacted,https://www.legislation.gov.uk/nia/2025/4/contents?view=plain,https://www.legislation.gov.uk/nia/2025/4/pdfs/nia_20250004_en.pdf,Acts of the Northern Ireland Assembly,General,True,True,True
2025,4,Arbitration Act 2025,https://www.legislation.gov.uk/ukpga/2025/4/contents,https://www.legislation.gov.uk/ukpga/2025/4/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/4/pdfs/ukpga_20250004_en.pdf,UK Public General Acts,General,True,True,True
2025,4,Scottish Elections (Representation and Reform) Act 2025,https://www.legislation.gov.uk/asp/2025/4/contents,https://www.legislation.gov.uk/asp/2025/4/contents?view=plain,https://www.legislation.gov.uk/asp/2025/4/pdfs/asp_20250004_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,3,"Legislation (Procedure, Publication and Repeals) (Wales) Act 2025",https://www.legislation.gov.uk/asc/2025/3/contents,https://www.legislation.gov.uk/asc/2025/3/contents?view=plain,https://www.legislation.gov.uk/asc/2025/3/pdfs/asc_20250003_en.pdf,Acts of Senedd Cymru,General,True,True,True
2025,3,Child Support Enforcement Act (Northern Ireland) 2025,https://www.legislation.gov.uk/nia/2025/3/contents/enacted,https://www.legislation.gov.uk/nia/2025/3/contents?view=plain,https://www.legislation.gov.uk/nia/2025/3/pdfs/nia_20250003_en.pdf,Acts of the Northern Ireland Assembly,General,True,True,True
2025,3,Judicial Factors (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/3/contents,https://www.legislation.gov.uk/asp/2025/3/contents?view=plain,https://www.legislation.gov.uk/asp/2025/3/pdfs/asp_20250003_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,3,Financial Assistance to Ukraine Act 2025,https://www.legislation.gov.uk/ukpga/2025/3/contents,https://www.legislation.gov.uk/ukpga/2025/3/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/3/pdfs/ukpga_20250003_en.pdf,UK Public General Acts,General,True,True,True
2025,2,Welsh Language and Education (Wales) Act 2025,https://www.legislation.gov.uk/asc/2025/2/contents/enacted,,https://www.legislation.gov.uk/asc/2025/2/pdfs/asc_20250002_en.pdf,Acts of Senedd Cymru,General,True,False,True
2025,2,Pensions (Extension of Automatic Enrolment) Act (Northern Ireland) 2025,https://www.legislation.gov.uk/nia/2025/2/contents/enacted,https://www.legislation.gov.uk/nia/2025/2/contents?view=plain,https://www.legislation.gov.uk/nia/2025/2/pdfs/nia_20250002_en.pdf,Acts of the Northern Ireland Assembly,General,True,True,True
2025,2,Church Funds Investment Measure 2025,https://www.legislation.gov.uk/ukcm/2025/2/contents,https://www.legislation.gov.uk/ukcm/2025/2/contents?view=plain,https://www.legislation.gov.uk/ukcm/2025/2/pdfs/ukcm_20250002_en.pdf,Church Measures,General,True,True,True
2025,2,Social Security (Amendment) (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/2/contents,https://www.legislation.gov.uk/asp/2025/2/contents?view=plain,https://www.legislation.gov.uk/asp/2025/2/pdfs/asp_20250002_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,2,Commonwealth Parliamentary Association and International Committee of the Red Cross (Status) Act 2025,https://www.legislation.gov.uk/ukpga/2025/2/contents,https://www.legislation.gov.uk/ukpga/2025/2/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/2/pdfs/ukpga_20250002_en.pdf,UK Public General Acts,General,True,True,True
2025,i,Norwich Livestock Market Act 2025,https://www.legislation.gov.uk/ukla/2025/1/contents/enacted,https://www.legislation.gov.uk/ukla/2025/1/contents?view=plain,https://www.legislation.gov.uk/ukla/2025/1/pdfs/ukla_20250001_en.pdf,UK Local Acts,Local,True,True,True
2025,1,Chancel Repair (Church Commissioners’ Liability) Measure 2025,https://www.legislation.gov.uk/ukcm/2025/1/contents,https://www.legislation.gov.uk/ukcm/2025/1/contents?view=plain,https://www.legislation.gov.uk/ukcm/2025/1/pdfs/ukcm_20250001_en.pdf,Church Measures,General,True,True,True
2025,1,Health and Social Care (Wales) Act 2025,https://www.legislation.gov.uk/asc/2025/1/contents,https://www.legislation.gov.uk/asc/2025/1/contents?view=plain,https://www.legislation.gov.uk/asc/2025/1/pdfs/asc_20250001_en.pdf,Acts of Senedd Cymru,General,True,True,True
2025,1,Budget Act (Northern Ireland) 2025,https://www.legislation.gov.uk/nia/2025/1/contents/enacted,https://www.legislation.gov.uk/nia/2025/1/contents?view=plain,https://www.legislation.gov.uk/nia/2025/1/pdfs/nia_20250001_en.pdf,Acts of the Northern Ireland Assembly,General,True,True,True
2025,1,Prisoners (Early Release) (Scotland) Act 2025,https://www.legislation.gov.uk/asp/2025/1/contents,https://www.legislation.gov.uk/asp/2025/1/contents?view=plain,https://www.legislation.gov.uk/asp/2025/1/pdfs/asp_20250001_en.pdf,Acts of the Scottish Parliament,General,True,True,True
2025,1,Lords Spiritual (Women) Act 2015 (Extension) Act 2025,https://www.legislation.gov.uk/ukpga/2025/1/contents,https://www.legislation.gov.uk/ukpga/2025/1/contents?view=plain,https://www.legislation.gov.uk/ukpga/2025/1/pdfs/ukpga_20250001_en.pdf,UK Public General Acts,General,True,True,True
